// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\obj\Release\net9.0/" /p:OutDir="C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\bin\Release\net9.0/" /p:OutputPath="C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\bin\Release\net9.0/" in C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4
// command took 2.55 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\obj\Release\net9.0/" /p:OutDir="C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\bin\Release\net9.0/" /p:OutputPath="C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\bin\Release\net9.0/" --output "C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\bin\Release\net9.0/" in C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4
// command took 9.76 sec and exited with 0
// ***** Done, took 00:00:12 (12.45 sec)   *****
// Found 6 benchmarks:
//   IterationBenchmark.IEnumerableForeach: DefaultJob [CollectionSize=100]
//   IterationBenchmark.IEnumeratorManual: DefaultJob [CollectionSize=100]
//   IterationBenchmark.IEnumerableForeach: DefaultJob [CollectionSize=1000]
//   IterationBenchmark.IEnumeratorManual: DefaultJob [CollectionSize=1000]
//   IterationBenchmark.IEnumerableForeach: DefaultJob [CollectionSize=10000]
//   IterationBenchmark.IEnumeratorManual: DefaultJob [CollectionSize=10000]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadActual  31: 1048576 op, 706455800.00 ns, 673.7288 ns/op
WorkloadActual  32: 1048576 op, 738394900.00 ns, 704.1883 ns/op
WorkloadActual  33: 1048576 op, 702291200.00 ns, 669.7571 ns/op
WorkloadActual  34: 1048576 op, 612371300.00 ns, 584.0028 ns/op
WorkloadActual  35: 1048576 op, 663345700.00 ns, 632.6158 ns/op
WorkloadActual  36: 1048576 op, 699875700.00 ns, 667.4535 ns/op
WorkloadActual  37: 1048576 op, 751143200.00 ns, 716.3460 ns/op
WorkloadActual  38: 1048576 op, 744885500.00 ns, 710.3782 ns/op
WorkloadActual  39: 1048576 op, 715233100.00 ns, 682.0994 ns/op
WorkloadActual  40: 1048576 op, 709538300.00 ns, 676.6685 ns/op
WorkloadActual  41: 1048576 op, 920678200.00 ns, 878.0272 ns/op
WorkloadActual  42: 1048576 op, 1134585300.00 ns, 1.0820 us/op
WorkloadActual  43: 1048576 op, 894240600.00 ns, 852.8143 ns/op
WorkloadActual  44: 1048576 op, 821450300.00 ns, 783.3961 ns/op
WorkloadActual  45: 1048576 op, 811717500.00 ns, 774.1141 ns/op
WorkloadActual  46: 1048576 op, 785276100.00 ns, 748.8976 ns/op
WorkloadActual  47: 1048576 op, 760237700.00 ns, 725.0192 ns/op
WorkloadActual  48: 1048576 op, 936181300.00 ns, 892.8121 ns/op
WorkloadActual  49: 1048576 op, 697015600.00 ns, 664.7259 ns/op
WorkloadActual  50: 1048576 op, 674154600.00 ns, 642.9239 ns/op
WorkloadActual  51: 1048576 op, 660495600.00 ns, 629.8977 ns/op
WorkloadActual  52: 1048576 op, 661639200.00 ns, 630.9883 ns/op
WorkloadActual  53: 1048576 op, 706826000.00 ns, 674.0818 ns/op
WorkloadActual  54: 1048576 op, 732019200.00 ns, 698.1079 ns/op
WorkloadActual  55: 1048576 op, 909273700.00 ns, 867.1510 ns/op
WorkloadActual  56: 1048576 op, 1323073300.00 ns, 1.2618 us/op
WorkloadActual  57: 1048576 op, 1218783100.00 ns, 1.1623 us/op
WorkloadActual  58: 1048576 op, 1078378800.00 ns, 1.0284 us/op
WorkloadActual  59: 1048576 op, 721434500.00 ns, 688.0136 ns/op
WorkloadActual  60: 1048576 op, 697198200.00 ns, 664.9000 ns/op
WorkloadActual  61: 1048576 op, 724590600.00 ns, 691.0234 ns/op
WorkloadActual  62: 1048576 op, 669855300.00 ns, 638.8238 ns/op
WorkloadActual  63: 1048576 op, 653791700.00 ns, 623.5044 ns/op
WorkloadActual  64: 1048576 op, 683972200.00 ns, 652.2867 ns/op
WorkloadActual  65: 1048576 op, 736907900.00 ns, 702.7701 ns/op
WorkloadActual  66: 1048576 op, 738320500.00 ns, 704.1173 ns/op
WorkloadActual  67: 1048576 op, 740974400.00 ns, 706.6483 ns/op
WorkloadActual  68: 1048576 op, 752614900.00 ns, 717.7495 ns/op
WorkloadActual  69: 1048576 op, 748649500.00 ns, 713.9678 ns/op
WorkloadActual  70: 1048576 op, 739825500.00 ns, 705.5526 ns/op
WorkloadActual  71: 1048576 op, 853430100.00 ns, 813.8944 ns/op
WorkloadActual  72: 1048576 op, 775199900.00 ns, 739.2882 ns/op
WorkloadActual  73: 1048576 op, 771662700.00 ns, 735.9149 ns/op
WorkloadActual  74: 1048576 op, 724122600.00 ns, 690.5771 ns/op
WorkloadActual  75: 1048576 op, 867013500.00 ns, 826.8485 ns/op
WorkloadActual  76: 1048576 op, 787120400.00 ns, 750.6565 ns/op
WorkloadActual  77: 1048576 op, 679479900.00 ns, 648.0025 ns/op
WorkloadActual  78: 1048576 op, 735138800.00 ns, 701.0830 ns/op
WorkloadActual  79: 1048576 op, 791684900.00 ns, 755.0096 ns/op
WorkloadActual  80: 1048576 op, 821853500.00 ns, 783.7806 ns/op
WorkloadActual  81: 1048576 op, 921908500.00 ns, 879.2005 ns/op
WorkloadActual  82: 1048576 op, 808827700.00 ns, 771.3582 ns/op
WorkloadActual  83: 1048576 op, 763395300.00 ns, 728.0305 ns/op
WorkloadActual  84: 1048576 op, 733868300.00 ns, 699.8713 ns/op
WorkloadActual  85: 1048576 op, 648123700.00 ns, 618.0989 ns/op
WorkloadActual  86: 1048576 op, 668792800.00 ns, 637.8105 ns/op
WorkloadActual  87: 1048576 op, 667870700.00 ns, 636.9311 ns/op
WorkloadActual  88: 1048576 op, 658761900.00 ns, 628.2443 ns/op
WorkloadActual  89: 1048576 op, 624826700.00 ns, 595.8812 ns/op
WorkloadActual  90: 1048576 op, 623491200.00 ns, 594.6075 ns/op
WorkloadActual  91: 1048576 op, 610808400.00 ns, 582.5123 ns/op
WorkloadActual  92: 1048576 op, 687595400.00 ns, 655.7421 ns/op
WorkloadActual  93: 1048576 op, 750536100.00 ns, 715.7670 ns/op
WorkloadActual  94: 1048576 op, 809305100.00 ns, 771.8135 ns/op
WorkloadActual  95: 1048576 op, 875089200.00 ns, 834.5501 ns/op
WorkloadActual  96: 1048576 op, 742899400.00 ns, 708.4841 ns/op
WorkloadActual  97: 1048576 op, 881703900.00 ns, 840.8584 ns/op
WorkloadActual  98: 1048576 op, 750418100.00 ns, 715.6545 ns/op
WorkloadActual  99: 1048576 op, 635163600.00 ns, 605.7392 ns/op
WorkloadActual  100: 1048576 op, 617712500.00 ns, 589.0965 ns/op

// AfterActualRun
WorkloadResult   1: 1048576 op, 703280050.00 ns, 670.7001 ns/op
WorkloadResult   2: 1048576 op, 705235450.00 ns, 672.5649 ns/op
WorkloadResult   3: 1048576 op, 628782050.00 ns, 599.6533 ns/op
WorkloadResult   4: 1048576 op, 610240050.00 ns, 581.9703 ns/op
WorkloadResult   5: 1048576 op, 603344150.00 ns, 575.3938 ns/op
WorkloadResult   6: 1048576 op, 608727150.00 ns, 580.5274 ns/op
WorkloadResult   7: 1048576 op, 601067150.00 ns, 573.2223 ns/op
WorkloadResult   8: 1048576 op, 686448150.00 ns, 654.6480 ns/op
WorkloadResult   9: 1048576 op, 626505850.00 ns, 597.4825 ns/op
WorkloadResult  10: 1048576 op, 598908950.00 ns, 571.1641 ns/op
WorkloadResult  11: 1048576 op, 664067250.00 ns, 633.3039 ns/op
WorkloadResult  12: 1048576 op, 719414950.00 ns, 686.0876 ns/op
WorkloadResult  13: 1048576 op, 705907250.00 ns, 673.2056 ns/op
WorkloadResult  14: 1048576 op, 700185650.00 ns, 667.7491 ns/op
WorkloadResult  15: 1048576 op, 719719550.00 ns, 686.3780 ns/op
WorkloadResult  16: 1048576 op, 724679250.00 ns, 691.1080 ns/op
WorkloadResult  17: 1048576 op, 754248550.00 ns, 719.3075 ns/op
WorkloadResult  18: 1048576 op, 667424550.00 ns, 636.5057 ns/op
WorkloadResult  19: 1048576 op, 619675150.00 ns, 590.9683 ns/op
WorkloadResult  20: 1048576 op, 598172250.00 ns, 570.4615 ns/op
WorkloadResult  21: 1048576 op, 601397250.00 ns, 573.5371 ns/op
WorkloadResult  22: 1048576 op, 604012750.00 ns, 576.0314 ns/op
WorkloadResult  23: 1048576 op, 616185850.00 ns, 587.6406 ns/op
WorkloadResult  24: 1048576 op, 610145350.00 ns, 581.8799 ns/op
WorkloadResult  25: 1048576 op, 648462750.00 ns, 618.4223 ns/op
WorkloadResult  26: 1048576 op, 660173850.00 ns, 629.5908 ns/op
WorkloadResult  27: 1048576 op, 701510750.00 ns, 669.0128 ns/op
WorkloadResult  28: 1048576 op, 706608050.00 ns, 673.8739 ns/op
WorkloadResult  29: 1048576 op, 709856850.00 ns, 676.9722 ns/op
WorkloadResult  30: 1048576 op, 741493250.00 ns, 707.1431 ns/op
WorkloadResult  31: 1048576 op, 702709350.00 ns, 670.1559 ns/op
WorkloadResult  32: 1048576 op, 734648450.00 ns, 700.6154 ns/op
WorkloadResult  33: 1048576 op, 698544750.00 ns, 666.1842 ns/op
WorkloadResult  34: 1048576 op, 608624850.00 ns, 580.4299 ns/op
WorkloadResult  35: 1048576 op, 659599250.00 ns, 629.0429 ns/op
WorkloadResult  36: 1048576 op, 696129250.00 ns, 663.8806 ns/op
WorkloadResult  37: 1048576 op, 747396750.00 ns, 712.7731 ns/op
WorkloadResult  38: 1048576 op, 741139050.00 ns, 706.8053 ns/op
WorkloadResult  39: 1048576 op, 711486650.00 ns, 678.5265 ns/op
WorkloadResult  40: 1048576 op, 705791850.00 ns, 673.0956 ns/op
WorkloadResult  41: 1048576 op, 890494150.00 ns, 849.2414 ns/op
WorkloadResult  42: 1048576 op, 817703850.00 ns, 779.8232 ns/op
WorkloadResult  43: 1048576 op, 807971050.00 ns, 770.5412 ns/op
WorkloadResult  44: 1048576 op, 781529650.00 ns, 745.3248 ns/op
WorkloadResult  45: 1048576 op, 756491250.00 ns, 721.4463 ns/op
WorkloadResult  46: 1048576 op, 693269150.00 ns, 661.1530 ns/op
WorkloadResult  47: 1048576 op, 670408150.00 ns, 639.3510 ns/op
WorkloadResult  48: 1048576 op, 656749150.00 ns, 626.3248 ns/op
WorkloadResult  49: 1048576 op, 657892750.00 ns, 627.4154 ns/op
WorkloadResult  50: 1048576 op, 703079550.00 ns, 670.5089 ns/op
WorkloadResult  51: 1048576 op, 728272750.00 ns, 694.5350 ns/op
WorkloadResult  52: 1048576 op, 717688050.00 ns, 684.4407 ns/op
WorkloadResult  53: 1048576 op, 693451750.00 ns, 661.3271 ns/op
WorkloadResult  54: 1048576 op, 720844150.00 ns, 687.4506 ns/op
WorkloadResult  55: 1048576 op, 666108850.00 ns, 635.2509 ns/op
WorkloadResult  56: 1048576 op, 650045250.00 ns, 619.9315 ns/op
WorkloadResult  57: 1048576 op, 680225750.00 ns, 648.7138 ns/op
WorkloadResult  58: 1048576 op, 733161450.00 ns, 699.1972 ns/op
WorkloadResult  59: 1048576 op, 734574050.00 ns, 700.5444 ns/op
WorkloadResult  60: 1048576 op, 737227950.00 ns, 703.0754 ns/op
WorkloadResult  61: 1048576 op, 748868450.00 ns, 714.1766 ns/op
WorkloadResult  62: 1048576 op, 744903050.00 ns, 710.3949 ns/op
WorkloadResult  63: 1048576 op, 736079050.00 ns, 701.9797 ns/op
WorkloadResult  64: 1048576 op, 849683650.00 ns, 810.3215 ns/op
WorkloadResult  65: 1048576 op, 771453450.00 ns, 735.7153 ns/op
WorkloadResult  66: 1048576 op, 767916250.00 ns, 732.3420 ns/op
WorkloadResult  67: 1048576 op, 720376150.00 ns, 687.0042 ns/op
WorkloadResult  68: 1048576 op, 863267050.00 ns, 823.2756 ns/op
WorkloadResult  69: 1048576 op, 783373950.00 ns, 747.0836 ns/op
WorkloadResult  70: 1048576 op, 675733450.00 ns, 644.4296 ns/op
WorkloadResult  71: 1048576 op, 731392350.00 ns, 697.5101 ns/op
WorkloadResult  72: 1048576 op, 787938450.00 ns, 751.4367 ns/op
WorkloadResult  73: 1048576 op, 818107050.00 ns, 780.2077 ns/op
WorkloadResult  74: 1048576 op, 805081250.00 ns, 767.7853 ns/op
WorkloadResult  75: 1048576 op, 759648850.00 ns, 724.4576 ns/op
WorkloadResult  76: 1048576 op, 730121850.00 ns, 696.2985 ns/op
WorkloadResult  77: 1048576 op, 644377250.00 ns, 614.5260 ns/op
WorkloadResult  78: 1048576 op, 665046350.00 ns, 634.2376 ns/op
WorkloadResult  79: 1048576 op, 664124250.00 ns, 633.3582 ns/op
WorkloadResult  80: 1048576 op, 655015450.00 ns, 624.6714 ns/op
WorkloadResult  81: 1048576 op, 621080250.00 ns, 592.3083 ns/op
WorkloadResult  82: 1048576 op, 619744750.00 ns, 591.0347 ns/op
WorkloadResult  83: 1048576 op, 607061950.00 ns, 578.9394 ns/op
WorkloadResult  84: 1048576 op, 683848950.00 ns, 652.1692 ns/op
WorkloadResult  85: 1048576 op, 746789650.00 ns, 712.1941 ns/op
WorkloadResult  86: 1048576 op, 805558650.00 ns, 768.2406 ns/op
WorkloadResult  87: 1048576 op, 871342750.00 ns, 830.9772 ns/op
WorkloadResult  88: 1048576 op, 739152950.00 ns, 704.9112 ns/op
WorkloadResult  89: 1048576 op, 877957450.00 ns, 837.2855 ns/op
WorkloadResult  90: 1048576 op, 746671650.00 ns, 712.0816 ns/op
WorkloadResult  91: 1048576 op, 631417150.00 ns, 602.1663 ns/op
WorkloadResult  92: 1048576 op, 613966050.00 ns, 585.5237 ns/op
// GC:  0 0 0 400 1048576
// Threading:  0 0 1048576

// AfterAll
// Benchmark Process 48344 has exited with code 0.

Mean = 672.094 ns, StdErr = 6.983 ns (1.04%), N = 92, StdDev = 66.977 ns
Min = 570.462 ns, Q1 = 625.911 ns, Median = 671.633 ns, Q3 = 707.956 ns, Max = 849.241 ns
IQR = 82.045 ns, LowerFence = 502.845 ns, UpperFence = 831.023 ns
ConfidenceInterval = [648.348 ns; 695.841 ns] (CI 99.9%), Margin = 23.746 ns (3.53% of Mean)
Skewness = 0.48, Kurtosis = 2.84, MValue = 3.45

// ** Remained 5 (83.3%) benchmark(s) to run. Estimated finish 2025-02-16 11:00 (0h 7m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: IterationBenchmark.IEnumeratorManual: DefaultJob [CollectionSize=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4.dll --anonymousPipes 1772 864 --benchmarkName "BenchmarkNET9.IterationBenchmark.IEnumeratorManual(CollectionSize: 100)" --job Default --benchmarkId 1 in C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\bin\Release\net9.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 9.0.2 (9.0.225.6610), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 297600.00 ns, 297.6000 us/op
WorkloadJitting  1: 1 op, 471800.00 ns, 471.8000 us/op

OverheadJitting  2: 16 op, 312900.00 ns, 19.5563 us/op
WorkloadJitting  2: 16 op, 525400.00 ns, 32.8375 us/op

WorkloadPilot    1: 16 op, 43600.00 ns, 2.7250 us/op
WorkloadPilot    2: 32 op, 84500.00 ns, 2.6406 us/op
WorkloadPilot    3: 64 op, 222300.00 ns, 3.4734 us/op
WorkloadPilot    4: 128 op, 391100.00 ns, 3.0555 us/op
WorkloadPilot    5: 256 op, 755000.00 ns, 2.9492 us/op
